chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr22	0	5000000	nan	1.0	nan	nan
chr22	2500000	7500000	nan	1.0	nan	nan
chr22	5000000	10000000	nan	1.0	nan	nan
chr22	7500000	12500000	nan	1.0	nan	nan
chr22	10000000	15000000	nan	1.0	nan	nan
chr22	12500000	17500000	nan	1.0	nan	nan
chr22	15000000	20000000	0.13744752295882945	1.0	nan	nan
chr22	17500000	22500000	0.10111747140719118	1.0	nan	nan
chr22	20000000	25000000	-0.007030915733203358	1.0	nan	nan
chr22	22500000	27500000	0.06843033084120842	1.0	nan	nan
chr22	25000000	30000000	0.17283367672033334	1.0	nan	nan
chr22	27500000	32500000	0.20335768103664176	1.0	nan	nan
chr22	30000000	35000000	0.16104943366640212	1.0	nan	nan
chr22	32500000	37500000	-0.08018574620144592	1.0	nan	nan
chr22	35000000	40000000	0.003167604451780104	1.0	nan	nan
chr22	37500000	42500000	0.15792619318652257	1.0	nan	nan
chr22	40000000	45000000	0.1754803129433271	1.0	nan	nan
chr22	42500000	47500000	0.14079501452632415	1.0	nan	nan
chr22	45000000	50000000	0.2996646640527447	1.0	nan	nan
chr22	45818468	50818468	0.28793063756535986	1.0	nan	nan
