chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr3	0	5000000	0.18947362634735931	1.0	nan	nan
chr3	2500000	7500000	0.21403873468239532	1.0	nan	nan
chr3	5000000	10000000	0.2743001998182084	1.0	nan	nan
chr3	7500000	12500000	0.32334993621910835	1.0	nan	nan
chr3	10000000	15000000	0.16087223216317859	1.0	nan	nan
chr3	12500000	17500000	0.07771044568880892	1.0	nan	nan
chr3	15000000	20000000	0.14082839266607694	1.0	nan	nan
chr3	17500000	22500000	0.39648791578151377	1.0	nan	nan
chr3	20000000	25000000	0.009151970910711515	1.0	nan	nan
chr3	22500000	27500000	0.0031851594478780054	1.0	nan	nan
chr3	25000000	30000000	0.08224047874611085	1.0	nan	nan
chr3	27500000	32500000	0.03418712254763001	1.0	nan	nan
chr3	30000000	35000000	0.2262406637492691	1.0	nan	nan
chr3	32500000	37500000	0.33021754830089955	1.0	nan	nan
chr3	35000000	40000000	0.2664494895926879	1.0	nan	nan
chr3	37500000	42500000	0.2756817370336144	1.0	nan	nan
chr3	40000000	45000000	0.258920619400584	1.0	nan	nan
chr3	42500000	47500000	0.15064747178864613	1.0	nan	nan
chr3	45000000	50000000	0.2774046080010968	1.0	nan	nan
chr3	47500000	52500000	0.4354532383373648	1.0	nan	nan
chr3	50000000	55000000	0.3596359944041132	1.0	nan	nan
chr3	52500000	57500000	0.1941001335229624	1.0	nan	nan
chr3	55000000	60000000	0.05602722823432327	1.0	nan	nan
chr3	57500000	62500000	0.073924550546141	1.0	nan	nan
chr3	60000000	65000000	0.17593210202143572	1.0	nan	nan
chr3	62500000	67500000	0.27384781090494714	1.0	nan	nan
chr3	65000000	70000000	0.22031488290297352	1.0	nan	nan
chr3	67500000	72500000	0.06930794708159715	1.0	nan	nan
chr3	70000000	75000000	0.11551771028135338	1.0	nan	nan
chr3	72500000	77500000	0.11859699378644883	1.0	nan	nan
chr3	75000000	80000000	0.10653473727870066	1.0	nan	nan
chr3	77500000	82500000	0.31334951431129676	1.0	nan	nan
chr3	80000000	85000000	0.3574340137496528	1.0	nan	nan
chr3	82500000	87500000	0.37086595719921345	1.0	nan	nan
chr3	85000000	90000000	0.34482774679410255	1.0	nan	nan
chr3	87500000	92500000	0.21072809469628062	1.0	nan	nan
chr3	90000000	95000000	nan	1.0	nan	nan
chr3	92500000	97500000	0.21209049424322624	1.0	nan	nan
chr3	95000000	100000000	0.031251286806057266	1.0	nan	nan
chr3	97500000	102500000	0.183306498093887	1.0	nan	nan
chr3	100000000	105000000	0.3503051613482886	1.0	nan	nan
chr3	102500000	107500000	0.08692515199337891	1.0	nan	nan
chr3	105000000	110000000	0.060850466604168485	1.0	nan	nan
chr3	107500000	112500000	0.0572848143878919	1.0	nan	nan
chr3	110000000	115000000	-0.009257797740426232	1.0	nan	nan
chr3	112500000	117500000	0.07664699383469409	1.0	nan	nan
chr3	115000000	120000000	0.011803607512984815	1.0	nan	nan
chr3	117500000	122500000	-0.016379290958314252	1.0	nan	nan
chr3	120000000	125000000	-0.0006002986201885108	1.0	nan	nan
chr3	122500000	127500000	0.0624955085423351	1.0	nan	nan
chr3	125000000	130000000	0.18836565678912898	1.0	nan	nan
chr3	127500000	132500000	0.24107075733864392	1.0	nan	nan
chr3	130000000	135000000	0.13947708895857103	1.0	nan	nan
chr3	132500000	137500000	0.16516274443929824	1.0	nan	nan
chr3	135000000	140000000	0.22016799070982396	1.0	nan	nan
chr3	137500000	142500000	0.15495190851571738	1.0	nan	nan
chr3	140000000	145000000	0.17848304646776292	1.0	nan	nan
chr3	142500000	147500000	0.1580721331887993	1.0	nan	nan
chr3	145000000	150000000	0.10086466516122705	1.0	nan	nan
chr3	147500000	152500000	0.25942223546482945	1.0	nan	nan
chr3	150000000	155000000	0.2659375363603005	1.0	nan	nan
chr3	152500000	157500000	0.17238220234014423	1.0	nan	nan
chr3	155000000	160000000	0.1885716200417149	1.0	nan	nan
chr3	157500000	162500000	0.25352463829919625	1.0	nan	nan
chr3	160000000	165000000	0.41769589496891846	1.0	nan	nan
chr3	162500000	167500000	0.1263111634299734	1.0	nan	nan
chr3	165000000	170000000	-0.0062538144362760395	1.0	nan	nan
chr3	167500000	172500000	0.08110945630036315	1.0	nan	nan
chr3	170000000	175000000	0.07679643207405329	1.0	nan	nan
chr3	172500000	177500000	-0.10749927338060705	1.0	nan	nan
chr3	175000000	180000000	0.15581226167983675	1.0	nan	nan
chr3	177500000	182500000	0.15976017092705863	1.0	nan	nan
chr3	180000000	185000000	0.06472755456885748	1.0	nan	nan
chr3	182500000	187500000	0.005546903691728167	1.0	nan	nan
chr3	185000000	190000000	-0.028235585684193598	1.0	nan	nan
chr3	187500000	192500000	0.0008147543815943958	1.0	nan	nan
chr3	190000000	195000000	-0.03665049888600991	1.0	nan	nan
chr3	192500000	197500000	0.06990732188957338	1.0	nan	nan
chr3	193295559	198295559	0.09940063815358169	1.0	nan	nan
