chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chrX	0	5000000	0.21144231397951296	1.0	nan	nan
chrX	2500000	7500000	0.037087792880234005	1.0	nan	nan
chrX	5000000	10000000	0.06871814546692923	1.0	nan	nan
chrX	7500000	12500000	-0.2694602700931912	1.0	nan	nan
chrX	10000000	15000000	-0.18008741104365944	1.0	nan	nan
chrX	12500000	17500000	0.030299390958205663	1.0	nan	nan
chrX	15000000	20000000	0.03292871778550932	1.0	nan	nan
chrX	17500000	22500000	-0.05054910902579768	1.0	nan	nan
chrX	20000000	25000000	0.165265960526372	1.0	nan	nan
chrX	22500000	27500000	0.35327308582814876	1.0	nan	nan
chrX	25000000	30000000	0.30292842917091756	1.0	nan	nan
chrX	27500000	32500000	0.08628007399092685	1.0	nan	nan
chrX	30000000	35000000	0.14691513423470237	1.0	nan	nan
chrX	32500000	37500000	0.37756846317656967	1.0	nan	nan
chrX	35000000	40000000	-0.007228106823187197	1.0	nan	nan
chrX	37500000	42500000	0.012686325408217902	1.0	nan	nan
chrX	40000000	45000000	0.16150295916123047	1.0	nan	nan
chrX	42500000	47500000	0.2431993083858348	1.0	nan	nan
chrX	45000000	50000000	0.2580323507998745	1.0	nan	nan
chrX	47500000	52500000	0.2898314716678161	1.0	nan	nan
chrX	50000000	55000000	0.26041410544493204	1.0	nan	nan
chrX	52500000	57500000	0.15426688956653467	1.0	nan	nan
chrX	55000000	60000000	0.18700044198278065	1.0	nan	nan
chrX	57500000	62500000	nan	1.0	nan	nan
chrX	60000000	65000000	nan	1.0	nan	nan
chrX	62500000	67500000	0.03682831218745486	1.0	nan	nan
chrX	65000000	70000000	-0.16488366381135444	1.0	nan	nan
chrX	67500000	72500000	0.13146063867346625	1.0	nan	nan
chrX	70000000	75000000	0.1371445063578245	1.0	nan	nan
chrX	72500000	77500000	0.06123950670219269	1.0	nan	nan
chrX	75000000	80000000	0.0034256983474103553	1.0	nan	nan
chrX	77500000	82500000	0.062117316528632394	1.0	nan	nan
chrX	80000000	85000000	0.4065064326043073	1.0	nan	nan
chrX	82500000	87500000	0.08660938154479458	1.0	nan	nan
chrX	85000000	90000000	0.12238262146677603	1.0	nan	nan
chrX	87500000	92500000	0.2579496344070613	1.0	nan	nan
chrX	90000000	95000000	0.2703924093793306	1.0	nan	nan
chrX	92500000	97500000	0.3844176859150048	1.0	nan	nan
chrX	95000000	100000000	0.5021634490541438	1.0	nan	nan
chrX	97500000	102500000	0.3465258937434714	1.0	nan	nan
chrX	100000000	105000000	0.2137975246001811	1.0	nan	nan
chrX	102500000	107500000	0.18301694366598475	1.0	nan	nan
chrX	105000000	110000000	0.12462252302125165	1.0	nan	nan
chrX	107500000	112500000	0.12489290315613077	1.0	nan	nan
chrX	110000000	115000000	0.18247795414073797	1.0	nan	nan
chrX	112500000	117500000	0.1503917188807402	1.0	nan	nan
chrX	115000000	120000000	0.20838565517030894	1.0	nan	nan
chrX	117500000	122500000	0.22436637290128036	1.0	nan	nan
chrX	120000000	125000000	0.1998490553692469	1.0	nan	nan
chrX	122500000	127500000	0.2058371399661758	1.0	nan	nan
chrX	125000000	130000000	0.03391587043880828	1.0	nan	nan
chrX	127500000	132500000	0.04390658477878717	1.0	nan	nan
chrX	130000000	135000000	0.04232350712416366	1.0	nan	nan
chrX	132500000	137500000	0.012818415717810394	1.0	nan	nan
chrX	135000000	140000000	0.15773461511823772	1.0	nan	nan
chrX	137500000	142500000	0.3791028261638796	1.0	nan	nan
chrX	140000000	145000000	0.28441032502657215	1.0	nan	nan
chrX	142500000	147500000	0.35574475446337117	1.0	nan	nan
chrX	145000000	150000000	0.10761631652197945	1.0	nan	nan
chrX	147500000	152500000	0.06014350027630688	1.0	nan	nan
chrX	150000000	155000000	0.3691600179274104	1.0	nan	nan
chrX	151040895	156040895	0.35431077072416883	1.0	nan	nan
