chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr4	0	5000000	0.3236162929447506	1.0	nan	nan
chr4	2500000	7500000	0.0970169730979884	1.0	nan	nan
chr4	5000000	10000000	-0.08701972210311215	1.0	nan	nan
chr4	7500000	12500000	-0.05118610598720297	1.0	nan	nan
chr4	10000000	15000000	0.12578352788777858	1.0	nan	nan
chr4	12500000	17500000	0.1104338422516502	1.0	nan	nan
chr4	15000000	20000000	0.2347565834750056	1.0	nan	nan
chr4	17500000	22500000	0.05024762714911635	1.0	nan	nan
chr4	20000000	25000000	-0.17093055702803084	1.0	nan	nan
chr4	22500000	27500000	-0.03843490085497869	1.0	nan	nan
chr4	25000000	30000000	0.10472322669771761	1.0	nan	nan
chr4	27500000	32500000	0.01169945190876609	1.0	nan	nan
chr4	30000000	35000000	-0.01888095941955803	1.0	nan	nan
chr4	32500000	37500000	0.24607242477463176	1.0	nan	nan
chr4	35000000	40000000	0.018389135794434797	1.0	nan	nan
chr4	37500000	42500000	-0.21959046367411594	1.0	nan	nan
chr4	40000000	45000000	-0.2609439350053062	1.0	nan	nan
chr4	42500000	47500000	0.06369827253440175	1.0	nan	nan
chr4	45000000	50000000	0.041616883273771776	1.0	nan	nan
chr4	47500000	52500000	nan	1.0	nan	nan
chr4	50000000	55000000	0.09378492784413783	1.0	nan	nan
chr4	52500000	57500000	0.1682162080004841	1.0	nan	nan
chr4	55000000	60000000	0.28837681389859604	1.0	nan	nan
chr4	57500000	62500000	-0.017301411536391198	1.0	nan	nan
chr4	60000000	65000000	-0.08272333244697605	1.0	nan	nan
chr4	62500000	67500000	0.14233591427883474	1.0	nan	nan
chr4	65000000	70000000	0.03845814617775023	1.0	nan	nan
chr4	67500000	72500000	0.1314875689476469	1.0	nan	nan
chr4	70000000	75000000	0.06607686525718504	1.0	nan	nan
chr4	72500000	77500000	0.06047696393695157	1.0	nan	nan
chr4	75000000	80000000	0.0709635680087275	1.0	nan	nan
chr4	77500000	82500000	0.10327270221115326	1.0	nan	nan
chr4	80000000	85000000	0.2323875885471307	1.0	nan	nan
chr4	82500000	87500000	0.20256817820789963	1.0	nan	nan
chr4	85000000	90000000	0.19525847193577284	1.0	nan	nan
chr4	87500000	92500000	0.09543824477951768	1.0	nan	nan
chr4	90000000	95000000	0.04887846034726406	1.0	nan	nan
chr4	92500000	97500000	0.23039082998072136	1.0	nan	nan
chr4	95000000	100000000	0.3768370918178796	1.0	nan	nan
chr4	97500000	102500000	0.2531622317846076	1.0	nan	nan
chr4	100000000	105000000	0.382527843265704	1.0	nan	nan
chr4	102500000	107500000	0.3258206688896652	1.0	nan	nan
chr4	105000000	110000000	0.16309986295423173	1.0	nan	nan
chr4	107500000	112500000	0.021541176150919217	1.0	nan	nan
chr4	110000000	115000000	-0.012283320672868303	1.0	nan	nan
chr4	112500000	117500000	0.0901172355350548	1.0	nan	nan
chr4	115000000	120000000	0.08833042348779152	1.0	nan	nan
chr4	117500000	122500000	0.24029574264868092	1.0	nan	nan
chr4	120000000	125000000	0.2821285686292092	1.0	nan	nan
chr4	122500000	127500000	0.19565369513876707	1.0	nan	nan
chr4	125000000	130000000	0.16482076494923703	1.0	nan	nan
chr4	127500000	132500000	0.1635285935794628	1.0	nan	nan
chr4	130000000	135000000	-0.35317862990452564	1.0	nan	nan
chr4	132500000	137500000	-0.2440488047386815	1.0	nan	nan
chr4	135000000	140000000	0.16429026974521577	1.0	nan	nan
chr4	137500000	142500000	0.05679583749985628	1.0	nan	nan
chr4	140000000	145000000	-0.115825097942724	1.0	nan	nan
chr4	142500000	147500000	0.012252768338694153	1.0	nan	nan
chr4	145000000	150000000	0.16367741339120379	1.0	nan	nan
chr4	147500000	152500000	0.163322782656393	1.0	nan	nan
chr4	150000000	155000000	0.018622930254344583	1.0	nan	nan
chr4	152500000	157500000	0.024455017783053812	1.0	nan	nan
chr4	155000000	160000000	0.15859786475931648	1.0	nan	nan
chr4	157500000	162500000	0.3054730112744468	1.0	nan	nan
chr4	160000000	165000000	0.032037267828903815	1.0	nan	nan
chr4	162500000	167500000	-0.045199075556050294	1.0	nan	nan
chr4	165000000	170000000	0.1676837552646595	1.0	nan	nan
chr4	167500000	172500000	0.22139956567574126	1.0	nan	nan
chr4	170000000	175000000	-0.02532905731662427	1.0	nan	nan
chr4	172500000	177500000	0.08933471387188963	1.0	nan	nan
chr4	175000000	180000000	0.27490506931308323	1.0	nan	nan
chr4	177500000	182500000	0.10651933825416338	1.0	nan	nan
chr4	180000000	185000000	-0.13081516965662554	1.0	nan	nan
chr4	182500000	187500000	-0.1745501781359391	1.0	nan	nan
chr4	185000000	190000000	0.011557549949927193	1.0	nan	nan
chr4	185214555	190214555	0.013544029967804683	1.0	nan	nan
