chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr18	0	5000000	0.6882132473571516	1.0	nan	nan
chr18	2500000	7500000	0.6703084665250572	1.0	nan	nan
chr18	5000000	10000000	0.6468747228492693	1.0	nan	nan
chr18	7500000	12500000	0.6439544201276486	1.0	nan	nan
chr18	10000000	15000000	0.647395269924492	1.0	nan	nan
chr18	12500000	17500000	0.6602340141557475	1.0	nan	nan
chr18	15000000	20000000	nan	1.0	nan	nan
chr18	17500000	22500000	nan	1.0	nan	nan
chr18	20000000	25000000	0.6430458725565076	1.0	nan	nan
chr18	22500000	27500000	0.6852094632740597	1.0	nan	nan
chr18	25000000	30000000	0.687642893929036	1.0	nan	nan
chr18	27500000	32500000	0.6464622057601297	1.0	nan	nan
chr18	30000000	35000000	0.6611345941394364	1.0	nan	nan
chr18	32500000	37500000	0.6711779436327454	1.0	nan	nan
chr18	35000000	40000000	0.6749838038216309	1.0	nan	nan
chr18	37500000	42500000	0.7060909365262842	1.0	nan	nan
chr18	40000000	45000000	0.6996261630796594	1.0	nan	nan
chr18	42500000	47500000	0.6311131614901475	1.0	nan	nan
chr18	45000000	50000000	0.6149142559008669	1.0	nan	nan
chr18	47500000	52500000	0.6187825025870739	1.0	nan	nan
chr18	50000000	55000000	0.6096043168525556	1.0	nan	nan
chr18	52500000	57500000	0.5575795894079796	1.0	nan	nan
chr18	55000000	60000000	0.5923811763039746	1.0	nan	nan
chr18	57500000	62500000	0.6332851945277755	1.0	nan	nan
chr18	60000000	65000000	0.6182214851476631	1.0	nan	nan
chr18	62500000	67500000	0.6345015381070356	1.0	nan	nan
chr18	65000000	70000000	0.7135978335936193	1.0	nan	nan
chr18	67500000	72500000	0.6820031716474746	1.0	nan	nan
chr18	70000000	75000000	0.6624636008933256	1.0	nan	nan
chr18	72500000	77500000	0.5668467941495343	1.0	nan	nan
chr18	75000000	80000000	0.5955144797146741	1.0	nan	nan
chr18	75373285	80373285	0.6223243084643473	1.0	nan	nan
