chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr19	0	5000000	0.20883360001706386	1.0	nan	nan
chr19	2500000	7500000	0.11105519041503875	1.0	nan	nan
chr19	5000000	10000000	0.018807481907932688	1.0	nan	nan
chr19	7500000	12500000	0.21958111161863236	1.0	nan	nan
chr19	10000000	15000000	0.3156297238625325	1.0	nan	nan
chr19	12500000	17500000	0.23081911291318713	1.0	nan	nan
chr19	15000000	20000000	0.26431167369109465	1.0	nan	nan
chr19	17500000	22500000	0.30433548420027345	1.0	nan	nan
chr19	20000000	25000000	0.30661200144715783	1.0	nan	nan
chr19	22500000	27500000	nan	1.0	nan	nan
chr19	25000000	30000000	-0.01907130090918585	1.0	nan	nan
chr19	27500000	32500000	0.06886418712401787	1.0	nan	nan
chr19	30000000	35000000	0.30167710067858167	1.0	nan	nan
chr19	32500000	37500000	0.1363544724179513	1.0	nan	nan
chr19	35000000	40000000	0.09070091598861474	1.0	nan	nan
chr19	37500000	42500000	0.2139362797252482	1.0	nan	nan
chr19	40000000	45000000	0.2240095776110098	1.0	nan	nan
chr19	42500000	47500000	0.2852929961975641	1.0	nan	nan
chr19	45000000	50000000	0.34264721217632066	1.0	nan	nan
chr19	47500000	52500000	0.27149239805658065	1.0	nan	nan
chr19	50000000	55000000	0.06131595078290708	1.0	nan	nan
chr19	52500000	57500000	0.19811139715564163	1.0	nan	nan
chr19	53617616	58617616	0.3246299285648071	1.0	nan	nan
