chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chrX	0	5000000	0.2777553664708763	1.0	nan	nan
chrX	2500000	7500000	0.16018860452420514	1.0	nan	nan
chrX	5000000	10000000	0.19868622728856788	1.0	nan	nan
chrX	7500000	12500000	-0.17465431778034946	1.0	nan	nan
chrX	10000000	15000000	-0.08986075181991904	1.0	nan	nan
chrX	12500000	17500000	0.11361716210657624	1.0	nan	nan
chrX	15000000	20000000	0.10817726789394744	1.0	nan	nan
chrX	17500000	22500000	0.05701676674791445	1.0	nan	nan
chrX	20000000	25000000	0.221566463630664	1.0	nan	nan
chrX	22500000	27500000	0.40484019940419946	1.0	nan	nan
chrX	25000000	30000000	0.43436035852812305	1.0	nan	nan
chrX	27500000	32500000	0.21463201069775684	1.0	nan	nan
chrX	30000000	35000000	0.26147585635943216	1.0	nan	nan
chrX	32500000	37500000	0.4452404681262594	1.0	nan	nan
chrX	35000000	40000000	0.04881833929884127	1.0	nan	nan
chrX	37500000	42500000	0.023000487290968596	1.0	nan	nan
chrX	40000000	45000000	0.16254032044652988	1.0	nan	nan
chrX	42500000	47500000	0.21348515540582946	1.0	nan	nan
chrX	45000000	50000000	0.3158644474489545	1.0	nan	nan
chrX	47500000	52500000	0.4265600409008614	1.0	nan	nan
chrX	50000000	55000000	0.3010096634168411	1.0	nan	nan
chrX	52500000	57500000	0.2056120593889612	1.0	nan	nan
chrX	55000000	60000000	0.19795634889064484	1.0	nan	nan
chrX	57500000	62500000	nan	1.0	nan	nan
chrX	60000000	65000000	nan	1.0	nan	nan
chrX	62500000	67500000	-0.008098633168438285	1.0	nan	nan
chrX	65000000	70000000	-0.11062804594915554	1.0	nan	nan
chrX	67500000	72500000	0.1790928932076039	1.0	nan	nan
chrX	70000000	75000000	0.13355160561277346	1.0	nan	nan
chrX	72500000	77500000	0.09851652381434706	1.0	nan	nan
chrX	75000000	80000000	0.0702787398593947	1.0	nan	nan
chrX	77500000	82500000	0.12866976390236307	1.0	nan	nan
chrX	80000000	85000000	0.4359378214469396	1.0	nan	nan
chrX	82500000	87500000	0.2349661282777653	1.0	nan	nan
chrX	85000000	90000000	0.2776781296358488	1.0	nan	nan
chrX	87500000	92500000	0.43949096139740673	1.0	nan	nan
chrX	90000000	95000000	0.48878798872782303	1.0	nan	nan
chrX	92500000	97500000	0.4792261762079264	1.0	nan	nan
chrX	95000000	100000000	0.5652630604813265	1.0	nan	nan
chrX	97500000	102500000	0.32260112744938363	1.0	nan	nan
chrX	100000000	105000000	0.21606788436176183	1.0	nan	nan
chrX	102500000	107500000	0.19292406588554267	1.0	nan	nan
chrX	105000000	110000000	0.10268525238678139	1.0	nan	nan
chrX	107500000	112500000	0.09803822873628887	1.0	nan	nan
chrX	110000000	115000000	0.20605570455352495	1.0	nan	nan
chrX	112500000	117500000	0.24953524519852133	1.0	nan	nan
chrX	115000000	120000000	0.2237331435947132	1.0	nan	nan
chrX	117500000	122500000	0.22495407399342193	1.0	nan	nan
chrX	120000000	125000000	0.2027160880834169	1.0	nan	nan
chrX	122500000	127500000	0.21056787246431385	1.0	nan	nan
chrX	125000000	130000000	0.17313529057438215	1.0	nan	nan
chrX	127500000	132500000	0.20235717237951256	1.0	nan	nan
chrX	130000000	135000000	0.15432136459629975	1.0	nan	nan
chrX	132500000	137500000	0.057346570085783144	1.0	nan	nan
chrX	135000000	140000000	0.15288201790500233	1.0	nan	nan
chrX	137500000	142500000	0.44397154432731645	1.0	nan	nan
chrX	140000000	145000000	0.3798557274830765	1.0	nan	nan
chrX	142500000	147500000	0.4776706538336346	1.0	nan	nan
chrX	145000000	150000000	0.3280600141505341	1.0	nan	nan
chrX	147500000	152500000	0.30752076739814926	1.0	nan	nan
chrX	150000000	155000000	0.48126351758466956	1.0	nan	nan
chrX	151040895	156040895	0.4775687986616761	1.0	nan	nan
