chrom_name	window_start	window_end	random_walk	window_weights	max_graph	o_max_graph
chr20	0	5000000	0.285162043257551	1.0	nan	nan
chr20	2500000	7500000	0.013201590674468466	1.0	nan	nan
chr20	5000000	10000000	-0.01567419757744548	1.0	nan	nan
chr20	7500000	12500000	0.20876648721830104	1.0	nan	nan
chr20	10000000	15000000	0.12156430847624788	1.0	nan	nan
chr20	12500000	17500000	0.1464212038944499	1.0	nan	nan
chr20	15000000	20000000	0.2732912109022665	1.0	nan	nan
chr20	17500000	22500000	0.195079348068818	1.0	nan	nan
chr20	20000000	25000000	0.17263924439429656	1.0	nan	nan
chr20	22500000	27500000	0.24632684512574254	1.0	nan	nan
chr20	25000000	30000000	nan	1.0	nan	nan
chr20	27500000	32500000	0.16117279989788647	1.0	nan	nan
chr20	30000000	35000000	0.22837753495618562	1.0	nan	nan
chr20	32500000	37500000	0.3377297749025756	1.0	nan	nan
chr20	35000000	40000000	0.19928165965552003	1.0	nan	nan
chr20	37500000	42500000	0.0273164981861036	1.0	nan	nan
chr20	40000000	45000000	0.0990626941111663	1.0	nan	nan
chr20	42500000	47500000	0.1570123454157204	1.0	nan	nan
chr20	45000000	50000000	0.24295096532492355	1.0	nan	nan
chr20	47500000	52500000	0.18934356653607076	1.0	nan	nan
chr20	50000000	55000000	0.1594796743670006	1.0	nan	nan
chr20	52500000	57500000	0.16378885281637445	1.0	nan	nan
chr20	55000000	60000000	0.23283578901991242	1.0	nan	nan
chr20	57500000	62500000	0.3620535262191229	1.0	nan	nan
chr20	59444167	64444167	0.3608421373828752	1.0	nan	nan
